Cl35 	32564.6 	0.117277  1  -2251.53  10636
Cl35 	32564.6 	0.114506  1  -3136.45  11881
Cl35 	32564.6 	0.128569  1  4450.76  837
Cl35 	32564.6 	0.221869  1  4032.16  1418
Na23 	21409.2 	0.378081  1  3865.27  1684
Cl35 	32564.6 	0.299485  1  -4926.46  14634
Cl35 	32564.6 	0.0805593  1  1400.91  5317
Cl35 	32564.6 	0.0934996  1  1937.3  4477
Na23 	21409.2 	0.105245  1  1332.08  5360
proton 	938.272 	1162.17  1  -526.996  8154
proton 	938.272 	139.334  1  -526.996  8156
proton 	938.272 	6.01257  1  -526.996  8160
proton 	938.272 	5.88136  1  -526.996  8161
Si29 	26984.3 	4.07141  1  -526.996  8166
Cl35 	32564.6 	0.0777706  1  2183.4  4076
Na23 	21409.2 	0.117629  1  1582.38  5001
proton 	938.272 	171.946  1  -2489.58  10911
proton 	938.272 	76.9887  1  -2489.58  10913
proton 	938.272 	22.4776  1  -2489.58  10915
proton 	938.272 	17.1188  1  -2489.58  10917
proton 	938.272 	10.5691  1  -2489.58  10918
proton 	938.272 	7.59719  1  -2489.58  10920
alpha 	3727.38 	41.4408  1  -2489.58  10922
He3 	2808.39 	51.1375  1  -2489.58  10923
alpha 	3727.38 	8.20618  1  -2489.58  10926
alpha 	3727.38 	17.6384  1  -2489.58  10927
alpha 	3727.38 	1.18159  1  -2489.58  10928
Na23 	21409.2 	0.417059  1  -704.439  8292
Cl37 	34424.8 	0.125544  1  -1663.08  9761
Cl35 	32564.6 	0.112657  1  -3941.65  13060
proton 	938.272 	5.10481  1  3941.19  1616
S35 	32565.3 	0.250643  1  3941.19  1619
Cl37 	34424.8 	0.128107  1  3794.31  1800
Cl35 	32564.6 	0.0737472  1  -4142.47  13327
Na23 	21409.2 	0.455563  1  4230.31  1164
Cl35 	32564.6 	0.0799994  1  1495.35  5213
Cl35 	32564.6 	0.0764864  1  -3906.8  13158
Cl35 	32564.6 	0.25921  1  4329.38  1013
Na23 	21409.2 	0.111965  1  2934.18  3066
Cl37 	34424.8 	0.603324  1  1951.92  4377
Cl35 	32564.6 	0.0713115  1  -3113.01  11732
Na23 	21409.2 	0.117955  1  4259.51  1075
Na23 	21409.2 	0.188204  1  -1858.88  10026
Cl35 	32564.6 	0.159092  1  3864.96  1615
Cl35 	32564.6 	0.0701704  1  -110.092  7447
Na23 	21409.2 	0.167622  1  769.81  6114
Na23 	21409.2 	0.167824  1  -389.972  7730
Cl35 	32564.6 	0.339772  1  3062.15  2855
Cl35 	32564.6 	0.112097  1  -3543.65  12624
Cl35 	32564.6 	0.0751107  1  4230.38  1098
Na23 	21409.2 	0.14711  1  3949.39  1474
Na23 	21409.2 	0.591417  1  3475.21  2153
Cl35 	32564.6 	0.128856  1  -1826.4  9904
Cl35 	32564.6 	0.0801632  1  -2794.16  11396
proton 	938.272 	164.145  1  2870.73  3032
Cl34 	31637.7 	0.0996762  1  2870.73  3035
Cl35 	32564.6 	0.121897  1  -3284.64  12206
Cl35 	32564.6 	0.133129  1  59.8636  7237
Na23 	21409.2 	0.166953  1  3979.38  1528
Cl35 	32564.6 	0.0881473  1  373.315  6742
Cl35 	32564.6 	0.0911616  1  -90.2197  7387
Cl35 	32564.6 	0.139323  1  2833.7  3191
Cl35 	32564.6 	0.085281  1  -1458.29  9427
Cl35 	32564.6 	0.147641  1  3059.33  2990
Cl35 	32564.6 	0.0752672  1  -4180.21  13241
Na23 	21409.2 	0.166576  1  -4702.08  14151
Na23 	21409.2 	0.113825  1  -3150.54  12005
Na23 	21409.2 	0.135156  1  -2826.9  11383
Cl35 	32564.6 	0.0853909  1  3809.68  1717
Na23 	21409.2 	0.104747  1  -1542.73  9680
Cl37 	34424.8 	0.14909  1  -874.21  8613
Cl35 	32564.6 	0.142299  1  -3264.23  12011
Cl35 	32564.6 	0.0787356  1  -3538.92  12271
Cl35 	32564.6 	0.217062  1  3623.45  2033
proton 	938.272 	115.993  1  4696.11  450
proton 	938.272 	93.1444  1  4696.11  451
proton 	938.272 	27.2542  1  4696.11  452
Si31 	28846.2 	0.450117  1  4696.11  457
Cl37 	34424.8 	0.258055  1  -4617.58  14091
Na23 	21409.2 	0.126094  1  2833.9  3156
Cl35 	32564.6 	0.0820716  1  -595.326  8099
Na23 	21409.2 	0.134881  1  -230.117  7582
Na23 	21409.2 	0.108971  1  781.622  6144
Cl35 	32564.6 	0.0851557  1  -448.666  7941
Cl35 	32564.6 	0.123896  1  -505.493  8024
Na23 	21409.2 	0.120032  1  -684.368  8377
Na23 	21409.2 	0.153694  1  -3902.6  12929
proton 	938.272 	112.148  1  -1388.3  9379
proton 	938.272 	45.6048  1  -1388.3  9380
proton 	938.272 	22.4834  1  -1388.3  9381
proton 	938.272 	15.9541  1  -1388.3  9382
proton 	938.272 	4.93337  1  -1388.3  9384
Mg27 	25129.6 	0.776162  1  -1388.3  9389
Cl35 	32564.6 	0.230335  1  -2459.19  10970
proton 	938.272 	92.7977  1  -2736.23  11622
proton 	938.272 	60.5419  1  -2736.23  11623
proton 	938.272 	33.7661  1  -2736.23  11624
Si32 	29776.6 	2.02322  1  -2736.23  11630
Na23 	21409.2 	0.120467  1  4240.26  1111
Na23 	21409.2 	0.180836  1  -866.53  8510
Na23 	21409.2 	0.193604  1  3733.05  1707
Cl35 	32564.6 	0.129159  1  2895.12  2928
Na23 	21409.2 	0.882957  1  2715.51  3278
Na23 	21409.2 	0.107063  1  -1765.66  9898
Na23 	21409.2 	0.154152  1  4108.53  1294
Cl35 	32564.6 	0.0783013  1  -1028.22  8690
Cl35 	32564.6 	0.0749846  1  23.1654  7398
Cl35 	32564.6 	0.154074  1  -1374.17  9313
proton 	938.272 	787.914  1  -2663.78  11031
proton 	938.272 	2.44824  1  -2663.78  11034
S33 	30704.6 	0.494902  1  -2663.78  11036
Cl35 	32564.6 	0.126645  1  1898.84  4563
Na23 	21409.2 	0.124789  1  2859.2  2972
Cl35 	32564.6 	0.231868  1  -2233.32  10717
Cl35 	32564.6 	0.160868  1  1156  5610
Na23 	21409.2 	0.153578  1  -1443.25  9483
Na23 	21409.2 	0.217246  1  4162.25  1185
Cl35 	32564.6 	0.0722602  1  -1403.5  9354
Cl35 	32564.6 	0.0873123  1  1867.04  4606
Cl37 	34424.8 	0.115019  1  -38.8585  7286
Na23 	21409.2 	0.121166  1  4084.36  1370
Cl35 	32564.6 	0.0708794  1  -4568.37  13878
Na23 	21409.2 	0.189295  1  1201.39  5504
Cl35 	32564.6 	0.142271  1  1890.64  4495
Cl37 	34424.8 	0.128313  1  1880.19  4600
Cl35 	32564.6 	0.0819012  1  -994.958  8861
Cl35 	32564.6 	0.0676325  1  -4268.01  13757
proton 	938.272 	108.328  1  545.82  6442
proton 	938.272 	4.14065  1  545.82  6452
alpha 	3727.38 	3.11817  1  545.82  6454
proton 	938.272 	34.7707  1  545.82  6455
proton 	938.272 	23.0549  1  545.82  6458
Na23 	21409.2 	0.27604  1  4492.27  773
Cl35 	32564.6 	0.214399  1  -156.504  7629
Cl35 	32564.6 	0.191631  1  3702.86  1939
Na23 	21409.2 	0.104795  1  -4427.05  13678
Na23 	21409.2 	0.183804  1  3978.44  1504
Cl35 	32564.6 	0.17541  1  2033.05  4337
Cl35 	32564.6 	0.116398  1  125.267  7168
proton 	938.272 	25.8849  1  322.442  6835
proton 	938.272 	3.57826  1  322.442  6838
F18 	16763.2 	2.47374  1  322.442  6842
Cl35 	32564.6 	0.0841103  1  4293.96  1037
Cl35 	32564.6 	0.283322  1  1732.98  4769
Cl35 	32564.6 	0.17365  1  -676.929  8250
Na23 	21409.2 	0.109077  1  4498.53  738
Cl35 	32564.6 	0.0966129  1  3095.71  2781
Cl35 	32564.6 	0.0911391  1  807.166  6223
Na23 	21409.2 	0.1418  1  -1276.15  9073
Cl35 	32564.6 	0.120157  1  -2803.47  11339
Cl35 	32564.6 	0.142122  1  -7.21166  7304
Cl35 	32564.6 	0.111097  1  -282.448  7721
Na23 	21409.2 	0.316503  1  54.3349  7428
Cl35 	32564.6 	0.069261  1  -4887.92  14528
Na23 	21409.2 	0.144503  1  963.045  5865
Cl35 	32564.6 	0.112682  1  -204.03  7724
Na23 	21409.2 	0.113617  1  -2703.8  11453
Na23 	21409.2 	0.210322  1  2333.21  3852
Na23 	21409.2 	0.116452  1  -4244.18  13512
Cl37 	34424.8 	0.0731934  1  -236.996  7590
Cl35 	32564.6 	0.0677228  1  3851.14  1675
Ne22 	20479.7 	0.65466  1  291.222  6702
Cl35 	32564.6 	0.100685  1  4095.41  1324
Na23 	21409.2 	0.163663  1  -410.937  7916
Cl35 	32564.6 	0.0803027  1  -1170.75  8967
Na23 	21409.2 	0.723087  1  3929.52  1526
Na23 	21409.2 	0.115394  1  -4400.13  13676
Cl35 	32564.6 	0.0795419  1  3382.39  2329
Cl35 	32564.6 	0.0811158  1  3375.08  2387
Na23 	21409.2 	0.252339  1  -472.672  7943
proton 	938.272 	724.006  1  -1181.8  8942
proton 	938.272 	7.24122  1  -1181.8  8945
Ne20 	18617.7 	0.449765  1  -1181.8  8949
Cl35 	32564.6 	0.109089  1  -2891.83  11467
Cl35 	32564.6 	0.0921011  1  1390.49  5168
Na23 	21409.2 	0.120609  1  333.63  6781
Cl35 	32564.6 	0.0840556  1  2383.4  3793
Cl35 	32564.6 	0.230284  1  -2947.19  11795
Cl35 	32564.6 	0.100497  1  3658.75  2039
Na23 	21409.2 	0.408064  1  758.333  6232
Na23 	21409.2 	0.188272  1  4211.54  1114
Na23 	21409.2 	0.159304  1  -56.4979  7439
Na23 	21409.2 	0.144219  1  2113.79  4330
Cl35 	32564.6 	0.257489  1  4182.27  1243
Na23 	21409.2 	0.296547  1  -1001.16  8633
Na23 	21409.2 	0.105666  1  -1813.9  9985
Cl35 	32564.6 	0.075876  1  1327.15  5327
Cl37 	34424.8 	0.244657  1  346.902  6832
Cl35 	32564.6 	0.0796622  1  -4255.97  13592
Na23 	21409.2 	0.707028  1  -3959.05  13039
Cl35 	32564.6 	0.0671524  1  280.344  6815
Cl37 	34424.8 	0.147115  1  -3401.4  12160
Cl35 	32564.6 	0.150093  1  2206.63  4067
Na23 	21409.2 	0.11431  1  -2239.63  10598
Cl35 	32564.6 	0.123965  1  -428.296  7973
Cl35 	32564.6 	0.144905  1  1177.57  5598
Na23 	21409.2 	0.11407  1  -2299.19  10757
Cl35 	32564.6 	0.157503  1  4558.44  620
Cl35 	32564.6 	0.0679903  1  -4568.09  13850
Cl35 	32564.6 	0.246955  1  2694.64  3321
Na23 	21409.2 	0.114456  1  1034.21  5826
Cl35 	32564.6 	0.136711  1  1377.26  5416
Cl37 	34424.8 	0.0653444  1  1146.67  5768
Cl35 	32564.6 	0.0882495  1  1106.67  5632
Cl35 	32564.6 	0.0899769  1  -222.312  7543
Cl35 	32564.6 	0.0948687  1  3539.24  2196
Na23 	21409.2 	0.201985  1  3083.98  2892
Cl35 	32564.6 	0.106222  1  -4382.06  13992
Cl35 	32564.6 	0.081393  1  11.9507  7178
Cl35 	32564.6 	0.144477  1  4079.18  1327
Cl37 	34424.8 	0.0932246  1  -436.182  8106
Cl35 	32564.6 	0.0719481  1  -3445.42  12222
Cl35 	32564.6 	0.097023  1  929.399  5945
Cl35 	32564.6 	0.144951  1  -295.042  7756
Na23 	21409.2 	0.147633  1  1581.62  5061
Cl37 	34424.8 	0.225528  1  -1954.78  10225
Na23 	21409.2 	0.118854  1  -367.888  7905
Cl35 	32564.6 	0.0775712  1  -4728.47  14503
proton 	938.272 	785.125  1  -3012.59  11578
proton 	938.272 	5.51895  1  -3012.59  11580
Ne20 	18617.7 	2.02416  1  -3012.59  11584
Cl37 	34424.8 	0.101258  1  -1078.08  8803
Na23 	21409.2 	0.144143  1  3178.73  2769
Na23 	21409.2 	0.198554  1  -2259.01  10527
Na23 	21409.2 	0.102377  1  3867.65  1708
Na23 	21409.2 	0.161566  1  -167.119  7619
proton 	938.272 	2.94606  1  -1486.06  9389
S32 	29773.6 	1.91001  1  -1486.06  9393
Na23 	21409.2 	0.194477  1  3309.03  2467
Na23 	21409.2 	0.184325  1  1330.47  5429
Cl35 	32564.6 	0.0719601  1  3498.62  2165
Cl35 	32564.6 	0.0775533  1  -1671.52  9769
Na23 	21409.2 	0.103324  1  4308.66  997
Na23 	21409.2 	0.117303  1  4962.17  63
Cl37 	34424.8 	0.112169  1  4433.27  819
Cl35 	32564.6 	0.418384  1  1842.67  4645
Na23 	21409.2 	0.259377  1  -33.2207  7329
Na23 	21409.2 	0.111779  1  -4835.53  14395
Cl35 	32564.6 	0.207442  1  4764.72  340
Cl35 	32564.6 	0.150685  1  689.023  6294
Na23 	21409.2 	0.167028  1  -2304.24  10659
Cl35 	32564.6 	0.120591  1  4299.52  1047
Cl35 	32564.6 	0.218256  1  1529.34  4955
Na23 	21409.2 	0.107698  1  -1214.79  8854
Cl37 	34424.8 	0.997109  1  1120.05  5663
Cl35 	32564.6 	0.139793  1  -3856.57  13091
Cl35 	32564.6 	0.0808614  1  4610.27  528
Na23 	21409.2 	0.135978  1  3195.86  2719
Na23 	21409.2 	0.127263  1  -3447.44  12406
Na23 	21409.2 	0.121156  1  -2785.17  11335
Cl35 	32564.6 	0.0861196  1  -3384.67  12231
Na23 	21409.2 	0.144047  1  -454.219  8043
Cl35 	32564.6 	0.143305  1  2560.69  3509
Cl35 	32564.6 	0.0713424  1  -4181.3  13318
Cl35 	32564.6 	0.0836719  1  4476.27  760
Na23 	21409.2 	0.103663  1  -1654.46  9884
Cl37 	34424.8 	0.136326  1  -544.142  7974
Cl35 	32564.6 	0.0771716  1  -3736.45  12817
Na23 	21409.2 	0.136483  1  3099.49  2810
Cl37 	34424.8 	0.495542  1  805.755  6074
Cl35 	32564.6 	0.102138  1  4717.15  400
Na23 	21409.2 	0.260607  1  4225.39  1119
Cl35 	32564.6 	0.0876406  1  407.195  6733
proton 	938.272 	113.134  1  371.977  6762
proton 	938.272 	111.696  1  371.977  6767
alpha 	3727.38 	45.5841  1  371.977  6771
proton 	938.272 	6.78498  1  371.977  6775
proton 	938.272 	8.39629  1  371.977  6776
proton 	938.272 	15.137  1  371.977  6777
proton 	938.272 	29.0608  1  371.977  6779
Cl37 	34424.8 	0.112278  1  1834.41  4663
Na23 	21409.2 	0.103631  1  -2561.15  11005
Cl37 	34424.8 	0.145981  1  -4344.02  13756
Na23 	21409.2 	0.104788  1  -2423.66  10771
Cl35 	32564.6 	0.0798338  1  -2843.41  11613
Cl35 	32564.6 	0.160919  1  59.9574  7294
Na23 	21409.2 	0.141857  1  4321.78  970
Cl35 	32564.6 	0.0711026  1  3036.1  2897
Na23 	21409.2 	0.186902  1  -3338.23  12035
Cl37 	34424.8 	0.0730079  1  4926.72  96
Cl37 	34424.8 	0.149287  1  3571.84  2075
Cl35 	32564.6 	0.0761739  1  -1073.55  8905
Cl35 	32564.6 	0.205547  1  4179.7  1131
Cl35 	32564.6 	0.180233  1  -1834.75  9953
Cl35 	32564.6 	0.0863413  1  4181.52  1205
proton 	938.272 	381.864  1  -1239.54  8965
proton 	938.272 	63.6978  1  -1239.54  8967
proton 	938.272 	5.21954  1  -1239.54  8971
alpha 	3727.38 	13.3396  1  -1239.54  8977
alpha 	3727.38 	2.40129  1  -1239.54  8978
alpha 	3727.38 	6.64199  1  -1239.54  8979
proton 	938.272 	63.0636  1  4486.91  816
proton 	938.272 	6.967  1  4486.91  825
proton 	938.272 	12.852  1  4486.91  826
Be9 	8392.75 	5.75913  1  4486.91  827
N14 	13040.2 	4.89611  1  4486.91  830
Cl35 	32564.6 	0.166715  1  -2328.07  10707
Na23 	21409.2 	0.114689  1  3357.83  2410
Na23 	21409.2 	0.107842  1  -1838.06  9946
Cl35 	32564.6 	0.0774953  1  2892.24  3102
proton 	938.272 	227.921  1  1643.88  5001
Ne21 	19550.5 	0.20901  1  1643.88  5006
Na23 	21409.2 	0.192056  1  -818.267  8512
Na23 	21409.2 	0.136329  1  -4527.56  13751
Cl35 	32564.6 	0.081528  1  2232.4  4142
Cl35 	32564.6 	0.311107  1  -4220.08  13489
Na23 	21409.2 	0.166557  1  221.828  6984
